taxid	kingdom	phylum	class	order	family	genus	species	species_epithet	species_short	scientificName	currentName	identifiedBy	recordedBy	recordNumber	year	country	department	locality details	source	notes
5506	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium sambucinum	sambucinum	F. sambucinum	Fusarium roseum	Fusarium sambucinum		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
5506	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium solani	solani	F. solani	Fusarium solani	Fusarium solani		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
5506	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium haematococcum	haematococcum	F. haematococcum	Nectria haematococca	Fusarium haematococcum		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
5529	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium anisopliae	anisopliae	M. anisopliae	Metarhizium anisopliae	Metarhizium anisopliae		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
5531	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Myrothecium	Myrothecium sp.	sp.	Myrothecium sp.	Myrothecium sp.	Myrothecium sp.		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
5543	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma viride	viride	T. viride	Trichoderma viride	Trichoderma viride		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
5587	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	Rhinocladiella sp.	sp.	Rhinocladiella sp.	Rhinocladiella sp.	Rhinocladiella sp.		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
5598	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria alternata	alternata	A. alternata	Alternaria tenuis	Alternaria alternata		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
5600	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora	Phialophora sp.	sp.	Phialophora sp.	Phialophora sp.	Phialophora sp.		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
13474	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Cylindrocarpon	Cylindrocarpon sp.	sp.	Cylindrocarpon sp.	Cylindrocarpon sp.	Cylindrocarpon sp.		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
33202	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Paecilomyces	Paecilomyces varioti	varioti	P. varioti	Paecilomyces varioti	Paecilomyces varioti		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
37463	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	Phoma sp.	sp.	Phoma sp.	Phoma sp.	Phoma sp.		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
37940	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Scolecobasidium	Scolecobasidium constrictum	constrictum	S. constrictum	Scolecobasidium constrictum	Scolecobasidium constrictum		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
43987	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Geotrichum	Geotrichum candidum	candidum	G. candidum	Geotrichum candidum	Geotrichum candidum		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
45153	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	Westerdykella dispersa	dispersa	W. dispersa	Preussia dispersa	Westerdykella dispersa		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
45244	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Emericellopsis	Emericellopsis sp.	sp.	Emericellopsis sp.	Emericellopsis sp.	Emericellopsis sp.		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
45244	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Emericellopsis	Emericellopsis humicola	humicola	E. humicola	Emericellopsis humicola	Emericellopsis humicola		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
62887	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Gliocladium	Gliocladium sp.	sp.	Gliocladium sp.	Gliocladium sp.	Gliocladium sp.		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
66739	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Lasiodiplodia	Lasiodiplodia theobromae	theobromae	L. theobromae	Botryodiplodia theobromae	Lasiodiplodia theobromae		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
73163	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Aecidium	Aecidium sp.	sp.	Aecidium sp.	Aecidium	Aecidium sp.	"Muller, A. S."	"Muller, A. S."		1963	Honduras	El Paraíso		Mycoportal	
74721	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Stachybotrys	Stachybotrys echinatus	echinatus	S. echinatus	Memnoniella echinata	Stachybotrys echinatus		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
74721	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Stachybotrys	Stachybotrys atra	atra	S. atra	Stachybotrys atra	Stachybotrys atra		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
81097	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales family incertae sedis	Cephalosporium	Cephalosporium sp.	sp.	Cephalosporium sp.	Cephalosporium sp.	Cephalosporium sp.		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
90257	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Saksenaeaceae	Saksenaea	Saksenaea vasiformis	vasiformis	S. vasiformis	Saksenaea vasiformis	Saksenaea vasiformis		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
101104	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Gongronella	Gongronella butleri	butleri	G. butleri	Gongronella butleri	Gongronella butleri		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
104397	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	Epicoccum nigrum	nigrum	E. nigrum	Epicoccum nigrum	Epicoccum nigrum		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
145966	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Volutella	Volutella sp.	sp.	Volutella sp.	Volutella sp.	Volutella sp.		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
159075	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Acremonium	Acremonium murorum	murorum	A. murorum	Gliomastix convoluta	Acremonium murorum		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
227034	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Gonytrichum	Gonytrichum macrocladum	macrocladum	G. macrocladum	Gonytrichum macrocladum	Gonytrichum macrocladum		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
370954	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Staphylotrichum	Staphylotrichum longicolle	longicolle	S. longicolle	Chaetoceratostoma longirostre	Staphylotrichum longicolle		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
409230	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusidium	Fusidium sp.	sp.	Fusidium sp.	Fusidium sp.	Fusidium sp.		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
430559	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Chionosphaeraceae	Stilbum	Stilbum sp.	sp.	Stilbum sp.	Stilbum sp.	Stilbum sp.		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
465088	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Musicillium	Musicillium theobromae	theobromae	M. theobromae	Verticillium theobromae	Musicillium theobromae		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
512267	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Crossopsoraceae	Crossopsora	Crossopsora notata	notata	C. notata	Crossopsora notata	Crossopsora notata	"Muller, A. S."	"Muller, A. S."		1963	Honduras	El Paraíso		Mycoportal	
1036719	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Verticillium	Verticillium sp.	sp.	Verticillium sp.	Verticillium sp.	Verticillium sp.		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
1052105	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Purpureocillium	Purpureocillium lilacinum	lilacinum	P. lilacinum	Penicillium lilacinum	Purpureocillium lilacinum		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
1053089	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Dialonectria	Dialonectria episphaeria	episphaeria	D. episphaeria	Fusarium episphaeria	Dialonectria episphaeria		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
1170405	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Corallomycetella	Corallomycetella repens	repens	C. repens	Sphaerostilbe repens	Corallomycetella repens		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
1322061	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	Rhizoctonia sp.	sp.	Rhizoctonia sp.	Rhizoctonia sp.	Rhizoctonia sp.		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
1503932	Fungi	Ascomycota	Sordariomycetes	Microascales	Graphiaceae	Graphium	Graphium sp.	sp.	Graphium sp.	Graphium sp.	Graphium sp.		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
1892769	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Pseudopithomyces	Pseudopithomyces chartarum	chartarum	P. chartarum	Pithomyces chartarum	Pseudopithomyces chartarum		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
2964028	Fungi	Ascomycota	Leotiomycetes	Helotiales	Pezizellaceae	Cylindrocephalum	Cylindrocephalum sp.	sp.	Cylindrocephalum sp.	Cylindrocephalum sp.	Cylindrocephalum sp.		"Goos, R. D."		1963	Honduras			"Goos, R. D. (1963). Further Observations on Soil Fungi in Honduras. Mycologia, 55(2), 142–150. https://doi.org/10.2307/3756285"	
88647	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Teloschistes	Teloschistes cymbaliferus	cymbaliferus	T. cymbaliferus	Teloschistes cymbalifer	Teloschistes cymbaliferus		"Osorio, H. S."		1964	Honduras	Atlántida	Estacion	Mycoportal	
172630	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Parmelinopsis	Parmelinopsis subinflata	subinflata	P. subinflata	Parmelia subinflata	Parmelinopsis subinflata		"Hale, M. E.; Banaag, J."		1964	Honduras	Atlántida	"Negros. Virgin dipterocarp forest. ILCO logging area about 50 miles south of Fabrica, near Mt. Mandalagan"	Mycoportal	
5296	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia obliqua	obliqua	P. obliqua	Puccinia obliqua	Puccinia obliqua	"Stevenson, J. A."	"Muller, A. S."		1964	Honduras	El Paraíso		Mycoportal	
5296	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia substriata	substriata	P. substriata	Puccinia substriata	Puccinia substriata	"Stevenson, J. A."	"Muller, A. S."		1964	Honduras	El Paraíso		Mycoportal	
5296	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia substriata	substriata	P. substriata	Puccinia substriata	Puccinia substriata		"Muller, A. S."		1964	Honduras	El Paraíso		Mycoportal	
29002	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Cercospora	Cercospora asparagi	asparagi	C. asparagi	Cercospora asparagi	Cercospora asparagi	"Stevenson, J. A."	"Muller, A. S."		1964	Honduras	El Paraíso		Mycoportal	
29002	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Cercospora	Cercospora sorghi	sorghi	C. sorghi	Cercospora sorghi	Cercospora sorghi	"Stevenson, J. A."	"Muller, A. S."		1964	Honduras	El Paraíso		Mycoportal	
41254	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Mycosphaerella	Mycosphaerella gossypina	gossypina	M. gossypina	Cercospora gossypina	Mycosphaerella gossypina	"Stevenson, J. A."	"Muller, A. S."		1964	Honduras	El Paraíso		Mycoportal	
1176462	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Asperisporium	Asperisporium caricae	caricae	A. caricae	Asperisporium caricae	Asperisporium caricae		"Muller, A. S."		1964	Honduras	El Paraíso		Mycoportal	
5296	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia graminis	graminis	P. graminis	Puccinia graminis	Puccinia graminis	"Stevenson, J. A."	"Muller, A. S."		1964	Honduras	El Paraíso	Jamastoran	Mycoportal	
572136	Chromista	Oomycota	Oomycota class incertae sedis	Albuginales	Albuginaceae	Wilsoniana	Wilsoniana bliti	bliti	W. bliti	Albugo bliti	Wilsoniana bliti	"Stevenson, J. A."	"Muller, A. S."		1964	Honduras	Francisco Morazán		Mycoportal	
47188	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Cheilymenia	Cheilymenia coprinaria	coprinaria	C. coprinaria	Cheilymenia coprinaria	Cheilymenia coprinaria		"Denison, W. C."	Denison 2558	1964	Honduras	Francisco Morazán	"km 26, road from Jegucigalpa"	Mycoportal	
1	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Ascophanus	Ascophanus sp.	sp.	Ascophanus sp.	Ascophanus	Ascophanus sp.		"Denison, W. C."	Denison 2560	1964	Honduras	Francisco Morazán	"Km. 26, road from Tegueigalpa"	Mycoportal	
97376	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Biscogniauxia	Biscogniauxia uniapiculata	uniapiculata	B. uniapiculata	Hypoxylon uniapiculatum	Biscogniauxia uniapiculata		"Denison, W. C."	829	1964	Honduras	Francisco Morazán	"Mt. Uyuca, Escuela Agricola Panamerica Zamorano. San Antonio de Oriente"	Mycoportal	
73171	Fungi	Ascomycota	Leotiomycetes	Phacidiales	Phacidiaceae	Bulgaria	Bulgaria sp.	sp.	Bulgaria sp.	Bulgaria	Bulgaria sp.		"Denison, W. C."	Denison 2557	1964	Honduras	Francisco Morazán	Uyuca near Lamorano	Mycoportal	
44624	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Helvella	Helvella sp.	sp.	Helvella sp.	Helvella	Helvella sp.		"Denison, W. C."	WCD2559	1964	Honduras	Francisco Morazán	"Zamorano Stop 1, km 26 road from Tegucigalpa"	Mycoportal	
47188	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Cheilymenia	Cheilymenia sp.	sp.	Cheilymenia sp.	Cheilymenia	Cheilymenia sp.		"Denison, W. C."	Denison 2562	1964	Honduras		Hills west of Lamorano	Mycoportal	
286114	Fungi	Chytridiomycota	Chytridiomycetes	Synchytriales	Synchytriaceae	Synchytrium	Synchytrium sp.	sp.	Synchytrium sp.	Synchytrium	Synchytrium sp.	"Cummins, G. B."	"Mabry, J.; Pifer, W."		1964	Honduras		Intercepted Washington DC #8797	Mycoportal	
67608	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Microdochium	Microdochium stoveri	stoveri	M. stoveri	Micronectriella stoveri	Microdochium stoveri				1964	Honduras			IndexFungorum	
1	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Planistromellaceae	Planistromella	Planistromella cattleyae	cattleyae	P. cattleyae	Mycosphaerella cattleyae	Planistromella cattleyae	"Watson, A. J."	Noel; Alexander; Kaiser		1965	Honduras	Cortés	San Pedro Sula Intercepted Nogales Arizona #90687	Mycoportal	
5296	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia urbaniana	urbaniana	P. urbaniana	Puccinia urbaniana	Puccinia urbaniana	"Stevenson, J. A."	"Muller, A. S."		1965	Honduras	El Paraíso		Mycoportal	
29002	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Cercospora	Cercospora nicotianae	nicotianae	C. nicotianae	Cercospora nicotianae	Cercospora nicotianae	"Stevenson, J. A."	"Muller, A. S."		1965	Honduras	El Paraíso		Mycoportal	
169998	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Phakopsoraceae	Phakopsora	Phakopsora euvitis	euvitis	P. euvitis	Physopella vitis	Phakopsora euvitis	"Stevenson, J. A."	"Muller, A. S."		1965	Honduras	Francisco Morazán		Mycoportal	
27353	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Coleosporiaceae	Cronartium	Cronartium sp.	sp.	Cronartium sp.	Cronartium	Cronartium sp.	"Etheridge, D."	"Etheridge, D."		1965	Honduras		ML Pine Ridge	Mycoportal	
367878	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Sphenospora	Sphenospora kevorkianii	kevorkianii	S. kevorkianii	Sphenospora kevorkianii	Sphenospora kevorkianii		"Faircloth, R."	34525	1965	Honduras			Mycoportal	
93827	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus	Gymnopus montagnei	montagnei	G. montagnei	Hypolyssus montagnei	Gymnopus montagnei	"Stevenson, J. A."	"Imle, E. P."	134	1966	Honduras	Atlántida		Mycoportal	
5790	Protista	Amoebozoa	Eumycetozoa	Physariida	Physaraceae	Physarum	Physarum sp.	sp.	Physarum sp.	Physarum	Physarum sp.	"Alexopoulos, C. J."	"Alexopoulos, C. J."	92	1966	Honduras	Lempira		Mycoportal	
5790	Protista	Amoebozoa	Eumycetozoa	Physariida	Physaraceae	Physarum	Physarum javanicum	javanicum	P. javanicum	Physarum javanicum	Physarum javanicum	"Alexopoulos, C. J."	"Alexopoulos, C. J."	58	1966	Honduras	Lempira		Mycoportal	
137624	Protista	Amoebozoa	Eumycetozoa	Echinosteliales	Clastodermataceae	Clastoderma	Clastoderma debaryanum	debaryanum	C. debaryanum	Clastoderma debaryanum	Clastoderma debaryanum	"Alexopoulos, C. J."	"Alexopoulos, C. J."	BH-9	1966	Honduras	Lempira		Mycoportal	
5644	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum ostrea	ostrea	S. ostrea	Stereum ostrea	Stereum ostrea	"Welden, A. L."	"Stone, D. E."		1966	Honduras	Santa Bárbara	"Road to El Mochito, G.M. at turnoff of El Sauce."	Mycoportal	
5644	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum ostrea	ostrea	S. ostrea	Stereum ostrea	Stereum ostrea	"Welden, A. L."	"Stone, D. E."		1966	Honduras	Santa Bárbara	"Road to El Mochito, G.M. at turnoff of El Sauce."	Mycoportal	
5644	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum ostrea	ostrea	S. ostrea	Stereum ostrea	Stereum ostrea	"Welden, A. L."	"Stone, D. E."		1966	Honduras	Santa Bárbara	road to El Mochito G.M. at El Sauce turnoff	Mycoportal	
5296	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia tillandsiae	tillandsiae	P. tillandsiae	Puccinia tillandsiae	Puccinia tillandsiae		"Johnston, C."	38639	1966	Honduras			Mycoportal	
367878	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Sphenospora	Sphenospora mera	mera	S. mera	Sphenospora mera	Sphenospora mera		"Buff, J. C."	38808	1966	Honduras			Mycoportal	
5790	Protista	Amoebozoa	Eumycetozoa	Physariida	Physaraceae	Physarum	Physarum superbum	superbum	P. superbum	Physarum superbum	Physarum superbum	"Alexopoulos, C. J."	"Alexopoulis, C. J."	89	1966	Honduras			Mycoportal	
5790	Protista	Amoebozoa	Eumycetozoa	Physariida	Physaraceae	Physarum	Physarum viride	viride	P. viride	Physarum viride	Physarum viride	"Alexopoulos, C. J."	"Alexopoulos, C. J."	25	1966	Honduras			Mycoportal	
5790	Protista	Amoebozoa	Eumycetozoa	Physariida	Physaraceae	Physarum	Physarum viride	viride	P. viride	Physarum viride	Physarum viride	"Alexopoulos, C. J."	"Alexopoulos, C. J."	81	1966	Honduras			Mycoportal	
5790	Protista	Amoebozoa	Eumycetozoa	Physariida	Physaraceae	Physarum	Physarum viride	viride	P. viride	Physarum viride	Physarum viride	"Farr, M. L."	"Alexopoulos, C. J."	95	1966	Honduras			Mycoportal	
5792	Protista	Amoebozoa	Eumycetozoa	Physariida	Didymiaceae	Didymium	Didymium sp.	sp.	Didymium sp.	Didymium	Didymium sp.	"Alexopoulos, C. J."	"Alexopoulos, C. J."		1966	Honduras			Mycoportal	
103389	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Panaceae	Cymatoderma	Cymatoderma dendriticum	dendriticum	C. dendriticum	Cymatoderma dendriticum	Cymatoderma dendriticum	"Hedger, J. N."	"Hedger, J.N."	85	1966	Honduras			Mycoportal	
137620	Protista	Amoebozoa	Eumycetozoa	Trichiida	Trichiidae	Arcyria	Arcyria sp.	sp.	Arcyria sp.	Arcyria	Arcyria sp.	"Alexopoulos, C. J."	"Alexopoulos, C. J."		1966	Honduras			Mycoportal	
137620	Protista	Amoebozoa	Eumycetozoa	Trichiida	Trichiidae	Arcyria	Arcyria cinerea	cinerea	A. cinerea	Arcyria cinerea	Arcyria cinerea	"Alexopoulos, C. J."	"Alexopoulos, C. J."	59	1966	Honduras			Mycoportal	
137620	Protista	Amoebozoa	Eumycetozoa	Trichiida	Trichiidae	Arcyria	Arcyria cinerea	cinerea	A. cinerea	Arcyria cinerea	Arcyria cinerea	"Alexopoulos, C. J."	"Alexopoulos, C. J."	68	1966	Honduras			Mycoportal	
137620	Protista	Amoebozoa	Eumycetozoa	Trichiida	Trichiidae	Arcyria	Arcyria denudata	denudata	A. denudata	Arcyria denudata	Arcyria denudata	"Alexopoulos, C. J."	"Alexopoulos, C. J."	50	1966	Honduras			Mycoportal	
137620	Protista	Amoebozoa	Eumycetozoa	Trichiida	Trichiidae	Arcyria	Arcyria denudata	denudata	A. denudata	Arcyria denudata	Arcyria denudata	"Alexopoulos, C. J."	"Alexopoulos, C. J."	57	1966	Honduras			Mycoportal	
225099	Protista	Amoebozoa	Eumycetozoa	Trichiida	Trichiidae	Hemitrichia	Hemitrichia calyculata	calyculata	H. calyculata	Hemitrichia calyculata	Hemitrichia calyculata	"Farr, M. L."	"Alexopoulos, C. J."	H74	1966	Honduras			Mycoportal	
300238	Protista	Amoebozoa	Eumycetozoa	Liceales	Cribrariaceae	Cribraria	Cribraria sp.	sp.	Cribraria sp.	Cribraria	Cribraria sp.	"Alexopoulos, C. J."	"Alexopoulos, C. J."	10	1966	Honduras			Mycoportal	
300238	Protista	Amoebozoa	Eumycetozoa	Liceales	Cribrariaceae	Cribraria	Cribraria sp.	sp.	Cribraria sp.	Cribraria	Cribraria sp.	"Alexopoulos, C. J."	"Alexopoulos, C. J."	48	1966	Honduras			Mycoportal	
